0,0,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
0,0,Illinois,US,4/24/20 3:33,40.3495,-88.9861,36937,1688,0,35249,17,314.7417532,173316,4877,4.569943417,84000017,USA,1476.833032,13.20356282
0,0,Indiana,US,4/24/20 3:33,39.8494,-86.2583,13039,706,0,12333,18,199.2514052,72040,,5.414525654,84000018,USA,1100.856755,
0,0,Iowa,US,4/24/20 3:33,42.0115,-93.2105,3924,96,1492,3828,19,149.7302452,29262,282,2.44648318,84000019,USA,1116.56637,7.186544343
0,0,Kansas,US,4/24/20 3:33,38.5266,-96.7265,2721,113,0,2608,20,111.5855399,21318,442,4.152884969,84000020,USA,874.2302607,16.24402793
0,0,Kentucky,US,4/24/20 3:33,37.6681,-84.6701,3479,191,1311,3288,21,101.6269959,36075,1105,5.490083357,84000021,USA,1053.806806,31.76200057
0,0,Louisiana,US,4/24/20 3:33,31.1695,-91.8678,25739,1599,0,24140,22,559.8762395,143315,1727,6.212362563,84000022,USA,3117.396296,6.70966238
0,0,Maine,US,4/24/20 3:33,44.6939,-69.3819,937,44,485,893,23,79.81219857,17721,150,4.69583778,84000023,USA,1509.447141,16.00853789
0,0,Maryland,US,4/24/20 3:33,39.0639,-76.8021,15737,748,1040,14989,24,264.7839975,80100,3477,4.753129567,84000024,USA,1347.728169,22.09442715
0,0,Massachusetts,US,4/24/20 3:33,42.2302,-71.5301,46023,2360,0,43663,25,670.5205243,195076,4493,5.127870847,84000025,USA,2842.110723,9.762510049
0,0,Michigan,US,4/24/20 3:33,43.3266,-84.5361,35296,2977,3237,32319,26,443.0130864,128321,3611,8.4343835,84000026,USA,1610.604099,10.23062103
0,0,Minnesota,US,4/24/20 3:33,45.6945,-93.9002,2942,200,1536,2742,27,59.47704675,51548,712,6.798096533,84000027,USA,1042.12196,24.20122366
0,0,Mississippi,US,4/24/20 3:33,32.7416,-89.6787,5153,201,0,4952,28,177.9838809,55389,946,3.900640404,84000028,USA,1913.128116,18.35823792
0,0,Missouri,US,4/24/20 3:33,38.4561,-92.2884,6506,252,0,6254,29,111.0341984,59450,884,3.873347679,84000029,USA,1014.599308,13.58745773
0,0,Montana,US,4/24/20 3:33,46.9219,-110.4544,442,14,306,428,30,51.04002716,11875,59,3.167420814,84000030,USA,1371.267698,13.34841629
0,0,Nebraska,US,4/24/20 3:33,41.1254,-98.2681,2202,47,0,2155,31,144.3676931,17360,,2.134423252,84000031,USA,1138.157653,
0,0,Nevada,US,4/24/20 3:33,38.3135,-117.0554,4208,195,0,4013,32,139.4903101,34749,,4.634030418,84000032,USA,1151.88897,
0,0,New Hampshire,US,4/24/20 3:33,43.4525,-71.5639,1670,51,550,1619,33,125.738999,16012,213,3.053892216,84000033,USA,1205.588534,12.75449102
0,0,New Jersey,US,4/24/20 3:33,40.2989,-74.521,100025,5426,0,94599,34,1126.12993,200148,7240,5.424643839,84000034,USA,2253.363191,7.238190452
0,0,New Mexico,US,4/24/20 3:33,34.8405,-106.2485,2379,78,547,2301,35,142.6658423,41232,331,3.278688525,84000035,USA,2472.634724,13.913409
0,0,New York,US,4/24/20 3:33,42.1657,-74.9481,263460,20973,23887,242487,36,1562.538458,695920,57103,7.96060123,84000036,USA,4127.388459,21.67425795
0,0,North Carolina,US,4/24/20 3:33,35.6301,-79.8064,7820,281,0,7539,37,78.84753538,96185,486,3.593350384,84000037,USA,969.8146024,6.21483376
0,0,North Dakota,US,4/24/20 3:33,47.5289,-99.784,709,15,269,694,38,116.9160546,16330,65,2.115655853,84000038,USA,2692.862019,9.167842031
0,0,Northern Mariana Islands,US,4/24/20 3:33,15.0979,145.6739,14,2,11,12,69,25.38807486,65,,14.28571429,580,MNP,117.8732047,
0,0,Ohio,US,4/24/20 3:33,40.3888,-82.7649,14694,656,0,14038,39,131.503348,102325,2960,4.464407241,84000039,USA,915.7533744,20.14427658
0,0,Oklahoma,US,4/24/20 3:33,35.5653,-96.9289,3017,179,1884,2838,40,82.48501627,46036,622,5.933046072,84000040,USA,1258.627845,20.61650646
0,0,Oregon,US,4/24/20 3:33,44.572,-122.0709,2127,83,0,2044,41,53.08112603,43976,512,3.902209685,84000041,USA,1097.459144,24.07146215
0,0,Pennsylvania,US,4/24/20 3:33,40.5908,-77.2098,38379,1724,0,36655,42,304.8977887,178708,2750,4.492039918,84000042,USA,1419.726257,7.165376899
0,0,Puerto Rico,US,4/24/20 3:33,18.2208,-66.5901,1416,69,0,1347,72,48.27149854,10228,,4.872881356,630,PRI,348.6729429,
0,0,Rhode Island,US,4/24/20 3:33,41.6809,-71.5118,6256,189,342,6067,44,590.5446774,44419,576,3.021099744,84000044,USA,4192.999365,9.207161125
0,0,South Carolina,US,4/24/20 3:33,33.8569,-80.945,4917,150,3317,4767,45,97.56000774,44463,837,3.050640635,84000045,USA,882.206757,17.02257474
0,0,South Dakota,US,4/24/20 3:33,44.2998,-99.4388,1956,9,1064,1947,46,265.7998728,14065,119,0.460122699,84000046,USA,1911.285895,6.083844581
0,0,Tennessee,US,4/24/20 3:33,35.7478,-86.6923,8266,171,4193,8095,47,125.9114912,123100,793,2.068715219,84000047,USA,1875.115481,9.593515606
0,0,Texas,US,4/24/20 3:33,31.0545,-97.5635,22650,604,8025,22046,48,98.54440988,225078,1649,2.666666667,84000048,USA,979.2573371,7.280353201
0,0,Utah,US,4/24/20 3:33,40.15,-111.8624,3612,35,1050,3577,49,126.0344983,80627,301,0.968992248,84000049,USA,2813.339837,8.333333333
0,0,Vermont,US,4/24/20 3:33,44.0459,-72.7107,825,43,1710,782,50,135.1149951,13852,44,5.212121212,84000050,USA,2268.621712,5.333333333
0,0,Virgin Islands,US,4/24/20 3:33,18.3358,-64.8963,54,3,48,51,78,50.34120148,637,,5.555555556,850,VIR,593.8397285,
0,0,Virginia,US,4/24/20 3:33,37.7693,-78.17,10998,373,1567,10625,51,139.087898,64518,1753,3.391525732,84000051,USA,815.9368072,15.93926168
0,0,Washington,US,4/24/20 3:33,47.4009,-121.4905,12753,711,0,12042,53,168.9272648,147953,544,5.575158786,84000053,USA,1959.797351,4.265662981
0,0,West Virginia,US,4/24/20 3:33,38.4912,-80.9545,981,31,380,950,54,74.14977196,27905,108,3.160040775,84000054,USA,2109.224655,11.00917431
0,0,Wisconsin,US,4/24/20 3:33,44.2685,-89.6165,5052,258,0,4794,55,97.6312819,56508,1318,5.106888361,84000055,USA,1092.032557,26.08867775
0,0,Wyoming,US,4/24/20 3:33,42.756,-107.3025,453,7,275,446,56,91.10288794,7567,52,1.545253863,84000056,USA,1521.800338,11.4790287
0,0,Recovered,US,4/24/20 3:33,,,0,0,80203,-80203,,,,,,84070001,USA,,
