0,0,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
0,0,Iowa,US,4/25/20 6:32,42.0115,-93.2105,4445,107,1604,4338,19,169.6103312,31973,278,2.4071991,84000019,USA,1220.011501,6.254218223
0,0,Kansas,US,4/25/20 6:32,38.5266,-96.7265,2959,118,0,2841,20,121.3456863,23588,457,3.987833728,84000020,USA,967.3207332,15.44440689
0,0,Kentucky,US,4/25/20 6:32,37.6681,-84.6701,3779,200,1341,3579,21,110.3904621,44962,1143,5.292405398,84000021,USA,1313.409885,30.24609685
0,0,Louisiana,US,4/25/20 6:32,31.1695,-91.8678,26140,1660,14927,24480,22,568.598815,143716,1697,6.350420811,84000022,USA,3126.118872,6.491966335
0,0,Maine,US,4/25/20 6:32,44.6939,-69.3819,965,47,499,918,23,82.1971949,17749,152,4.870466321,84000023,USA,1511.832137,15.75129534
0,0,Maryland,US,4/25/20 6:32,39.0639,-76.8021,16616,798,1108,15818,24,279.5736737,84716,3618,4.802599904,84000024,USA,1425.395001,21.77419355
0,0,Massachusetts,US,4/25/20 6:32,42.2302,-71.5301,50969,2556,0,48413,25,742.5800274,215213,4752,5.014812926,84000025,USA,3135.49168,9.323314171
0,0,Michigan,US,4/25/20 6:32,43.3266,-84.5361,36641,3085,3237,33556,26,459.8946765,136296,3022,8.419530035,84000026,USA,1710.701259,8.247591496
0,0,Minnesota,US,4/25/20 6:32,45.6945,-93.9002,3185,221,1594,2964,27,64.38966482,53787,756,6.93877551,84000027,USA,1087.386782,23.73626374
0,0,Mississippi,US,4/25/20 6:32,32.7416,-89.6787,5434,209,0,5225,28,187.6895806,55670,970,3.846153846,84000028,USA,1922.833816,17.85057048
0,0,Missouri,US,4/25/20 6:32,38.4561,-92.2884,6788,272,0,6516,29,115.8469319,67017,877,4.007071302,84000029,USA,1143.740989,12.91985857
0,0,Montana,US,4/25/20 6:32,46.9219,-110.4544,444,14,325,430,30,51.27097751,12127,59,3.153153153,84000030,USA,1400.367442,13.28828829
0,0,Nebraska,US,4/25/20 6:32,41.1254,-98.2681,2424,50,0,2374,31,158.9224742,19973,,2.062706271,84000031,USA,1309.47136,
0,0,Nevada,US,4/25/20 6:32,38.3135,-117.0554,4398,197,0,4201,32,145.7885893,36192,,4.479308777,84000032,USA,1199.722743,
0,0,New Hampshire,US,4/25/20 6:32,43.4525,-71.5639,1720,53,578,1667,33,129.5036397,17727,224,3.081395349,84000033,USA,1334.715709,13.02325581
0,0,New Jersey,US,4/25/20 6:32,40.2989,-74.521,102196,5683,0,96513,34,1150.5721,205962,6847,5.560883009,84000034,USA,2318.820021,6.699870836
0,0,New Mexico,US,4/25/20 6:32,34.8405,-106.2485,2521,84,614,2437,35,151.1814159,51510,412,3.332011107,84000035,USA,3088.994341,16.34272114
0,0,New York,US,4/25/20 6:32,42.1657,-74.9481,271590,21411,23887,250179,36,1610.756167,730656,57103,7.883574506,84000036,USA,4333.402032,21.02544276
0,0,North Carolina,US,4/25/20 6:32,35.6301,-79.8064,8290,294,0,7996,37,83.58645375,100584,477,3.546441496,84000037,USA,1014.168862,5.753920386
0,0,North Dakota,US,4/25/20 6:32,47.5289,-99.784,748,15,285,733,38,123.3472621,17449,67,2.005347594,84000038,USA,2877.388204,8.957219251
0,0,Northern Mariana Islands,US,4/25/20 6:32,15.0979,145.6739,14,2,11,12,69,25.38807486,65,,14.28571429,580,MNP,117.8732047,
0,0,Ohio,US,4/25/20 6:32,40.3888,-82.7649,15169,690,0,14479,39,135.7543409,107109,3053,4.548750742,84000039,USA,958.5675854,20.12657393
0,0,Oklahoma,US,4/25/20 6:32,35.5653,-96.9289,3121,188,1961,2933,40,85.32838441,53012,637,6.023710349,84000040,USA,1449.352232,20.41012496
0,0,Oregon,US,4/25/20 6:32,44.572,-122.0709,2177,86,0,2091,41,54.32891931,45492,520,3.950390446,84000041,USA,1135.292236,23.88608176
0,0,Pennsylvania,US,4/25/20 6:32,40.5908,-77.2098,40208,1747,0,38461,42,319.4280801,186143,2746,4.344906486,84000042,USA,1478.792805,6.829486669
0,0,Puerto Rico,US,4/25/20 6:32,18.2208,-66.5901,1276,77,0,1199,72,43.49889276,10589,,6.034482759,630,PRI,360.9794478,
0,0,Rhode Island,US,4/25/20 6:32,41.6809,-71.5118,6699,202,377,6497,44,632.3623392,47257,576,3.015375429,84000044,USA,4460.89671,8.598298253
0,0,South Carolina,US,4/25/20 6:32,33.8569,-80.945,5070,157,3701,4913,45,100.5957371,46996,944,3.096646943,84000045,USA,932.4649428,18.61932939
0,0,South Dakota,US,4/25/20 6:32,44.2998,-99.4388,2040,10,1190,2030,46,277.2145913,14824,124,0.490196078,84000046,USA,2014.42603,6.078431373
0,0,Tennessee,US,4/25/20 6:32,35.7478,-86.6923,8728,169,4370,8559,47,132.9488864,131328,808,1.936296975,84000047,USA,2000.448139,9.25756187
0,0,Texas,US,4/25/20 6:32,31.0545,-97.5635,23642,624,9156,23018,48,102.8603505,242547,1674,2.639370612,84000048,USA,1055.260529,7.080619237
0,0,Utah,US,4/25/20 6:32,40.15,-111.8624,3782,39,1252,3743,49,131.9663545,84697,315,1.031200423,84000049,USA,2955.355454,8.328926494
0,0,Vermont,US,4/25/20 6:32,44.0459,-72.7107,827,44,1710,783,50,135.4425466,14310,32,5.320435308,84000050,USA,2343.631007,3.869407497
0,0,Virgin Islands,US,4/25/20 6:32,18.3358,-64.8963,54,3,50,51,78,50.34120148,696,,5.555555556,850,VIR,648.8421524,
0,0,Virginia,US,4/25/20 6:32,37.7693,-78.17,11594,411,1672,11183,51,146.6253037,69440,1837,3.544937036,84000051,USA,878.183637,15.84440228
0,0,Washington,US,4/25/20 6:32,47.4009,-121.4905,12977,722,0,12255,53,171.8943869,160324,455,5.563689605,84000053,USA,2123.664613,3.506203283
0,0,West Virginia,US,4/25/20 6:32,38.4912,-80.9545,1010,32,439,978,54,76.34176318,29811,97,3.168316832,84000054,USA,2253.291388,9.603960396
0,0,Wisconsin,US,4/25/20 6:32,44.2685,-89.6165,5356,263,0,5093,55,103.5061651,59929,1353,4.910380881,84000055,USA,1158.144318,25.2613891
0,0,Wyoming,US,4/25/20 6:32,42.756,-107.3025,473,7,321,466,56,95.1250905,8045,54,1.479915433,84000056,USA,1617.930979,11.41649049
0,0,Recovered,US,4/25/20 6:32,,,0,0,99079,-99079,,,,,,84070001,USA,,
