0,0,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
0,0,Oklahoma,US,4/28/20 2:32,35.5653,-96.9289,3281,197,2167,3084,40,89.70279694,53171,656,6.004266992,84000040,USA,1453.699304,19.9939043
0,0,Oregon,US,4/28/20 2:32,44.572,-122.0709,2354,92,0,2262,41,58.74610751,51198,554,3.908241291,84000041,USA,1277.690405,23.53440952
0,0,Pennsylvania,US,4/28/20 2:32,40.5908,-77.2098,43558,1886,0,41672,42,346.0417905,203422,2800,4.329859039,84000042,USA,1616.06394,6.428210662
0,0,Puerto Rico,US,4/28/20 2:32,18.2208,-66.5901,1389,84,0,1305,72,47.35106743,10702,,6.047516199,630,PRI,364.8316225,
0,0,Rhode Island,US,4/28/20 2:32,41.6809,-71.5118,7708,233,452,7475,44,727.6084357,55885,718,3.02283342,84000044,USA,5275.349952,9.314997405
0,0,South Carolina,US,4/28/20 2:32,33.8569,-80.945,5613,177,3701,5436,45,111.3696,50761,944,3.153393907,84000045,USA,1007.167694,16.81810084
0,0,South Dakota,US,4/28/20 2:32,44.2998,-99.4388,2244,11,1316,2233,46,304.9360504,16375,150,0.490196078,84000046,USA,2225.190653,6.684491979
0,0,Tennessee,US,4/28/20 2:32,35.7478,-86.6923,9918,184,4720,9734,47,151.0755105,154402,837,1.855212745,84000047,USA,2351.921856,8.439201452
0,0,Texas,US,4/28/20 2:32,31.0545,-97.5635,25321,666,11170,24655,48,110.165254,290517,1563,2.630227874,84000048,USA,1263.965842,6.172741993
0,0,Utah,US,4/28/20 2:32,40.15,-111.8624,4236,41,1641,4195,49,147.8079,100195,349,0.96789424,84000049,USA,3496.131383,8.238904627
0,0,Vermont,US,4/28/20 2:32,44.0459,-72.7107,855,47,0,808,50,140.0282677,15073,33,5.497076023,84000050,USA,2468.591905,3.859649123
0,0,Virgin Islands,US,4/28/20 2:32,18.3358,-64.8963,57,4,51,53,78,53.13793489,775,,7.01754386,850,VIR,722.4894656,
0,0,Virginia,US,4/28/20 2:32,37.7693,-78.17,13538,460,1843,13078,51,171.2103986,80679,3298,3.397843108,84000051,USA,1020.319379,24.36105776
0,0,Washington,US,4/28/20 2:32,47.4009,-121.4905,13686,764,0,12922,53,181.285858,175477,536,5.582346924,84000053,USA,2324.382471,3.916410931
0,0,West Virginia,US,4/28/20 2:32,38.4912,-80.9545,1063,34,455,1029,54,80.3478161,43039,100,3.198494826,84000054,USA,3253.141728,9.407337723
0,0,Wisconsin,US,4/28/20 2:32,44.2685,-89.6165,6081,281,0,5800,55,117.5169884,67392,1415,4.620950502,84000055,USA,1302.368834,23.26919914
0,0,Wyoming,US,4/28/20 2:32,42.756,-107.3025,520,7,342,513,56,104.5772665,8167,54,1.346153846,84000056,USA,1642.466415,10.38461538
0,0,Recovered,US,4/28/20 2:32,,,0,0,111424,-111424,,,,,,84070001,USA,,
