0,0,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
0,0,Maine,US,4/22/20 23:40,44.6939,-69.3819,907,39,455,868,23,77.25684537,17691,144,4.299889746,84000023,USA,1506.891788,15.87651599
0,0,Maryland,US,4/22/20 23:40,39.0639,-76.8021,14775,698,981,14077,24,248.597799,76529,3325,4.724196277,84000024,USA,1287.644058,22.50423012
0,0,Massachusetts,US,4/22/20 23:40,42.2302,-71.5301,42944,2182,0,40762,25,625.6618081,180462,3977,5.081035768,84000025,USA,2629.195725,9.260897914
0,0,Michigan,US,4/22/20 23:40,43.3266,-84.5361,33966,2813,3237,31153,26,426.3197669,118225,3305,8.281811223,84000026,USA,1483.885487,9.730318554
0,0,Minnesota,US,4/22/20 23:40,45.6945,-93.9002,2722,179,1317,2543,27,55.02940899,49344,660,6.576047024,84000027,USA,997.5647162,24.2468773
0,0,Mississippi,US,4/22/20 23:40,32.7416,-89.6787,4894,193,0,4701,28,169.0380581,53835,910,3.943604414,84000028,USA,1859.453179,18.59419698
0,0,Missouri,US,4/22/20 23:40,38.4561,-92.2884,6277,238,0,6039,29,107.1259858,58156,1001,3.791620201,84000029,USA,992.5153461,15.94710849
0,0,Montana,US,4/22/20 23:40,46.9219,-110.4544,439,14,296,425,30,50.69360164,11583,59,3.189066059,84000030,USA,1337.548947,13.43963554
0,0,Nebraska,US,4/22/20 23:40,41.1254,-98.2681,1813,38,0,1775,31,118.8640452,16679,,2.095973525,84000031,USA,1093.509879,
0,0,Nevada,US,4/22/20 23:40,38.3135,-117.0554,4081,172,0,3909,32,135.2804077,33888,,4.214653271,84000032,USA,1123.34782,
0,0,New Hampshire,US,4/22/20 23:40,43.4525,-71.5639,1588,48,546,1540,33,119.5649882,15041,206,3.022670025,84000033,USA,1132.479212,12.97229219
0,0,New Jersey,US,4/22/20 23:40,40.2989,-74.521,95914,5150,0,90764,34,1079.846299,191659,7210,5.369393415,84000034,USA,2157.789914,7.517150781
0,0,New Mexico,US,4/22/20 23:40,34.8405,-106.2485,2210,71,529,2139,35,132.5311103,40877,306,3.212669683,84000035,USA,2451.34579,13.84615385
0,0,New York,US,4/22/20 23:40,42.1657,-74.9481,263292,19413,23887,243879,36,1561.542077,669982,57103,7.373182626,84000036,USA,3973.554395,21.68808775
0,0,North Carolina,US,4/22/20 23:40,35.6301,-79.8064,7495,265,0,7230,37,75.57062375,90336,434,3.53569046,84000037,USA,910.8402758,5.790527018
0,0,North Dakota,US,4/22/20 23:40,47.5289,-99.784,679,14,229,665,38,111.9689719,15589,62,2.06185567,84000038,USA,2570.669076,9.13107511
0,0,Northern Mariana Islands,US,4/22/20 23:40,15.0979,145.6739,14,2,11,12,69,25.38807486,65,,14.28571429,580,MNP,117.8732047,
0,0,Ohio,US,4/22/20 23:40,40.3888,-82.7649,14117,610,0,13507,39,126.3395102,97998,2882,4.321031381,84000039,USA,877.0290661,20.41510236
0,0,Oklahoma,US,4/22/20 23:40,35.5653,-96.9289,2894,170,1772,2724,40,79.12218664,45913,588,5.874222529,84000040,USA,1255.265016,20.3178991
0,0,Oregon,US,4/22/20 23:40,44.572,-122.0709,2059,78,0,1981,41,51.38412717,41185,488,3.788246722,84000041,USA,1027.807323,23.70082564
0,0,Pennsylvania,US,4/22/20 23:40,40.5908,-77.2098,36082,1673,0,34409,42,286.6495221,171317,2764,4.636660939,84000042,USA,1361.009262,7.66032925
0,0,Puerto Rico,US,4/22/20 23:40,18.2208,-66.5901,1252,63,0,1189,72,42.68073176,9757,,5.031948882,630,PRI,332.6165334,
0,0,Rhode Island,US,4/22/20 23:40,41.6809,-71.5118,5841,181,315,5660,44,551.3701184,41722,576,3.098784455,84000044,USA,3938.411929,9.861325116
0,0,South Carolina,US,4/22/20 23:40,33.8569,-80.945,4761,140,3317,4621,45,94.46475429,43111,837,2.940558706,84000045,USA,855.3812271,17.58034026
0,0,South Dakota,US,4/22/20 23:40,44.2998,-99.4388,1858,9,937,1849,46,252.4827013,13446,111,0.484391819,84000046,USA,1827.170291,5.97416577
0,0,Tennessee,US,4/22/20 23:40,35.7478,-86.6923,7394,157,4012,7237,47,112.6287885,114980,775,2.123343251,84000047,USA,1751.427929,10.48147146
0,0,Texas,US,4/22/20 23:40,31.0545,-97.5635,21321,556,7341,20765,48,92.76226768,216783,1678,2.60775761,84000048,USA,943.1678943,7.870174945
0,0,Utah,US,4/22/20 23:40,40.15,-111.8624,3445,32,970,3413,49,120.2073219,76460,288,0.928882438,84000049,USA,2667.939573,8.359941945
0,0,Vermont,US,4/22/20 23:40,44.0459,-72.7107,823,40,1710,783,50,134.7874436,13462,37,4.860267315,84000050,USA,2204.749169,4.495747266
0,0,Virgin Islands,US,4/22/20 23:40,18.3358,-64.8963,54,3,48,51,78,50.34120148,637,,5.555555556,850,VIR,593.8397285,
0,0,Virginia,US,4/22/20 23:40,37.7693,-78.17,10266,349,1497,9917,51,129.8305475,58354,1581,3.399571401,84000051,USA,737.9828334,15.40035067
0,0,Washington,US,4/22/20 23:40,47.4009,-121.4905,12596,686,0,11910,53,159.6285163,145031,543,5.368849058,84000053,USA,1921.092304,4.505850137
0,0,West Virginia,US,4/22/20 23:40,38.4912,-80.9545,939,27,330,912,54,70.97516398,25836,103,2.875399361,84000054,USA,1952.837419,10.96911608
0,0,Wisconsin,US,4/22/20 23:40,44.2685,-89.6165,4845,248,0,4597,55,93.63095028,54347,1302,5.118679051,84000055,USA,1050.270641,26.87306502
0,0,Wyoming,US,4/22/20 23:40,42.756,-107.3025,447,6,254,441,56,89.89622717,7623,52,1.342281879,84000056,USA,1533.062505,11.63310962
